objectid,unit_name,countyname,tot_pop_y,tot_white,tot_black,tot_asian,tot_amind,tot_other,tot_hispanic,vap_total,vap_white,vap_black,vap_asian,vap_amind,vap_other,vap_hispanic,reg_total_24_12,reg_white_24_12,reg_black_24_12,reg_other_24_12,reg_dem_total_24_12,reg_dem_white_24_12,reg_dem_black_24_12,reg_dem_other_24_12,reg_rep_total_24_12,reg_rep_white_24_12,reg_rep_black_24_12,reg_rep_other_24_12,reg_oth_total_24_12,reg_oth_white_24_12,reg_oth_black_24_12,reg_oth_other_24_12,congressional,senate,house,public_service_commission,supreme_court
409,3-3,Concordia,1249,1031,162,0,34,22,36,918,775,103,0,25,15,20,856,763,80,13,168,105,61,2,429,421,3,5,259,237,16,6,Congressional District 5,State Senate District 32,State House District 21,District 5,District 2
410,3-1,Concordia,753,604,108,8,8,25,32,550,465,66,3,5,11,11,447,391,46,10,110,63,44,3,238,234,1,3,99,94,1,4,Congressional District 5,State Senate District 32,State House District 21,District 5,District 2
386,27,Franklin,1152,550,575,5,11,11,23,818,454,343,5,9,7,11,577,321,248,8,242,63,178,1,199,187,11,1,136,71,59,6,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
388,31,Franklin,1286,1143,110,4,16,13,11,1023,924,70,4,16,9,8,908,827,72,9,173,115,57,1,593,588,0,5,142,124,15,3,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
389,32,Franklin,741,561,162,1,10,7,16,583,432,135,1,10,5,9,578,445,122,11,140,48,92,0,335,322,4,9,103,75,26,2,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
390,6,Franklin,1328,1068,204,2,27,27,11,1048,844,162,1,20,21,4,936,793,135,8,281,167,113,1,456,451,2,3,199,175,20,4,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
357,26,Madison,244,206,31,1,0,6,10,177,158,13,0,0,6,5,92,87,3,2,8,5,3,0,37,37,0,0,47,45,0,2,Congressional District 5,State Senate District 34,State House District 21,District 5,District 2
441,34,Richland,1233,688,494,9,18,24,35,971,588,339,4,18,22,31,832,493,301,38,293,73,212,8,332,315,7,10,207,105,82,20,Congressional District 5,State Senate District 34,State House District 19,District 5,District 2
442,33,Richland,1404,149,1236,5,2,12,16,1011,121,876,2,2,10,15,1052,82,958,12,755,24,725,6,65,39,25,1,232,19,208,5,Congressional District 5,State Senate District 34,State House District 19,District 5,District 2
391,20,Franklin,945,370,552,3,12,8,24,716,297,401,1,10,7,12,642,202,436,4,401,49,351,1,129,116,11,2,112,37,74,1,Congressional District 5,State Senate District 32,State House District 21,District 5,District 4
491,6-3,Lincoln,673,437,64,16,9,147,151,514,358,55,12,6,83,82,382,328,29,25,62,37,20,5,225,218,2,5,95,73,7,15,Congressional District 4,State Senate District 35,State House District 12,District 5,District 4
494,7-1,Lincoln,566,477,47,15,5,22,25,458,397,28,11,4,18,18,435,395,19,21,54,37,11,6,279,272,2,5,102,86,6,10,Congressional District 4,State Senate District 35,State House District 12,District 5,District 4
495,8-1,Lincoln,1485,908,441,49,29,58,77,1205,769,332,38,24,42,48,622,413,175,34,203,71,119,13,218,201,10,7,201,141,46,14,Congressional District 4,State Senate District 35,State House District 12,District 5,District 4
497,9-4,Lincoln,451,208,205,18,4,16,20,369,188,156,15,4,6,12,275,150,108,17,115,29,82,4,79,70,3,6,81,51,23,7,Congressional District 4,State Senate District 29,State House District 12,District 5,District 4
499,9-2,Lincoln,455,312,105,26,3,9,12,421,292,91,26,3,9,10,82,57,21,4,27,12,12,3,23,22,1,0,32,23,8,1,Congressional District 4,State Senate District 29,State House District 11,District 5,District 4
527,7-2,Acadia,965,864,58,3,9,31,28,692,619,41,1,7,24,23,653,596,39,18,140,111,27,2,389,383,1,5,124,102,11,11,Congressional District 3,State Senate District 26,State House District 41,District 4,District 5
459,1,Richland,689,637,35,0,11,6,5,564,518,31,0,10,5,3,445,409,29,7,63,46,17,0,252,251,0,1,130,112,12,6,Congressional District 5,State Senate District 34,State House District 19,District 5,District 2
460,11,Richland,1095,989,68,0,19,19,17,838,763,43,0,17,15,15,690,668,17,5,98,84,14,0,442,439,1,2,150,145,2,3,Congressional District 5,State Senate District 34,State House District 19,District 5,District 2
402,9,Madison,174,48,125,0,0,1,6,120,43,77,0,0,0,4,80,32,46,2,41,10,31,0,13,12,1,0,26,10,14,2,Congressional District 5,State Senate District 34,State House District 19,District 5,District 2
404,1-3,Concordia,1127,921,174,3,12,17,23,974,815,134,3,11,11,12,856,739,102,15,206,116,87,3,489,482,0,7,161,141,15,5,Congressional District 5,State Senate District 34,State House District 21,District 5,District 2
405,1-1,Concordia,1462,34,1419,1,3,5,15,947,26,914,0,3,4,6,762,21,737,4,610,3,607,0,28,12,16,0,124,6,114,4,Congressional District 5,State Senate District 34,State House District 21,District 5,District 2
500,9-1,Lincoln,2405,399,1867,21,29,89,96,1752,351,1303,19,23,56,64,1106,160,897,49,732,40,673,19,87,54,26,7,287,66,198,23,Congressional District 4,State Senate District 29,State House District 11,District 5,District 4
501,12-4,Lincoln,44,9,16,15,0,4,3,41,9,15,15,0,2,1,3,3,0,0,1,1,0,0,0,0,0,0,2,2,0,0,Congressional District 4,State Senate District 29,State House District 11,District 5,District 4
503,11-4,Lincoln,1176,448,699,6,13,10,9,848,345,480,5,13,5,7,470,209,241,20,196,27,166,3,132,120,6,6,142,62,69,11,Congressional District 4,State Senate District 29,State House District 11,District 5,District 4
579,5-1,Red River,201,66,131,0,2,2,3,149,47,101,0,1,0,1,181,57,123,1,111,13,98,0,41,40,1,0,29,4,24,1,Congressional District 4,State Senate District 31,State House District 5,District 5,District 4
580,6-1,Red River,345,45,287,3,7,3,8,253,41,202,0,7,3,4,339,24,313,2,283,12,270,1,12,7,5,0,44,5,38,1,Congressional District 4,State Senate District 31,State House District 5,District 5,District 4
581,6-2,Red River,615,96,510,2,6,1,7,429,75,350,0,4,0,2,365,40,323,2,268,10,257,1,26,18,8,0,71,12,58,1,Congressional District 4,State Senate District 31,State House District 5,District 5,District 4
538,6-15,Acadia,372,336,21,3,4,8,11,262,248,6,3,2,3,4,256,244,7,5,69,63,5,1,134,130,1,3,53,51,1,1,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
539,5-3,Acadia,1194,1146,24,3,11,10,8,860,834,13,3,8,2,2,790,774,5,11,212,206,4,2,389,382,0,7,189,186,1,2,Congressional District 3,State Senate District 25,State House District 42,District 4,District 5
435,17,Madison,290,8,281,0,0,1,3,208,8,200,0,0,0,2,199,0,198,1,153,0,152,1,3,0,3,0,43,0,43,0,Congressional District 5,State Senate District 34,State House District 21,District 5,District 2
437,21,Madison,319,0,319,0,0,0,2,255,0,255,0,0,0,2,304,0,304,0,229,0,229,0,5,0,5,0,70,0,70,0,Congressional District 5,State Senate District 34,State House District 21,District 5,District 2
438,13,Madison,504,59,443,1,0,1,10,381,45,335,0,0,1,5,394,29,361,4,270,6,263,1,26,15,10,1,98,8,88,2,Congressional District 5,State Senate District 34,State House District 21,District 5,District 2
2680,2-16,Bossier,2443,1007,991,100,57,288,328,1906,863,716,82,49,196,221,1050,474,473,103,419,67,322,30,270,231,13,26,361,176,138,47,Congressional District 4,State Senate District 36,State House District 9,District 5,District 4
463,3,Richland,624,353,256,1,8,6,8,442,265,163,1,8,5,7,355,219,128,8,135,43,92,0,130,122,5,3,90,54,31,5,Congressional District 5,State Senate District 32,State House District 19,District 5,District 2
3193,5-W,Jefferson,1945,1326,423,40,41,115,159,1557,1122,284,34,36,81,112,1246,959,194,93,397,240,138,19,425,396,3,26,424,323,53,48,Congressional District 2,State Senate District 8,State House District 83,District 3,District 7
380,2,Franklin,522,489,25,1,1,6,6,399,374,19,1,0,5,5,366,357,5,4,56,52,4,0,245,242,1,2,65,63,0,2,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
381,4A,Franklin,98,87,7,2,2,0,1,64,57,4,1,2,0,1,59,55,4,0,17,13,4,0,28,28,0,0,14,14,0,0,Congressional District 5,State Senate District 32,State House District 20,District 5,District 4
439,10,Madison,628,232,380,2,8,6,15,450,191,244,2,8,5,9,366,141,218,7,206,27,178,1,90,85,4,1,70,29,36,5,Congressional District 5,State Senate District 34,State House District 19,District 5,District 2
440,8,Madison,554,154,389,3,5,3,21,394,140,244,2,5,3,9,337,124,206,7,180,23,157,0,77,67,6,4,80,34,43,3,Congressional District 5,State Senate District 34,State House District 19,District 5,District 2
464,56A,Ouachita,1417,1309,40,3,38,27,41,1049,965,31,3,26,24,35,959,900,29,30,128,99,23,6,541,533,0,8,290,268,6,16,Congressional District 5,State Senate District 35,State House District 15,District 5,District 4
465,52A,Ouachita,1339,1175,109,4,33,18,26,1044,914,89,4,24,13,12,1024,904,91,29,164,90,71,3,606,592,3,11,254,222,17,15,Congressional District 5,State Senate District 35,State House District 15,District 5,District 4
7389,6A,St. Mary,803,617,125,3,24,34,27,645,501,102,2,12,28,24,519,462,40,17,125,92,30,3,243,231,4,8,151,139,6,6,Congressional District 3,State Senate District 21,State House District 50,District 4,District 5
443,32,Richland,874,587,272,0,8,7,16,688,470,209,0,6,3,8,624,401,215,8,211,51,157,3,271,265,5,1,142,85,53,4,Congressional District 5,State Senate District 34,State House District 19,District 5,District 2
477,4-2,Lincoln,908,475,377,5,27,24,26,680,364,272,3,24,17,18,492,260,218,14,195,35,157,3,162,148,12,2,135,77,49,9,Congressional District 4,State Senate District 33,State House District 12,District 5,District 4
478,4-1,Lincoln,435,394,21,0,11,9,11,342,316,14,0,7,5,7,320,295,21,4,55,39,15,1,189,186,0,3,76,70,6,0,Congressional District 4,State Senate District 33,State House District 12,District 5,District 4
481,5-3,Lincoln,1076,960,57,9,22,28,29,823,730,46,5,20,22,16,763,711,39,13,90,58,30,2,487,479,2,6,186,174,7,5,Congressional District 4,State Senate District 35,State House District 12,District 5,District 4
3336,3,East Carroll,79,30,34,2,0,13,13,56,22,26,1,0,7,7,60,28,29,3,29,2,26,1,16,16,0,0,15,10,3,2,Congressional District 5,State Senate District 34,State House District 21,District 5,District 2
1883,861E,Calcasieu,2049,1306,566,12,40,125,141,1435,961,359,7,28,80,90,938,659,250,29,301,114,178,9,341,324,8,9,296,221,64,11,Congressional District 3,State Senate District 25,State House District 37,District 4,District 3
483,5-1,Lincoln,1142,943,145,4,26,24,24,834,680,117,3,16,18,14,705,590,98,17,135,64,66,5,374,364,5,5,196,162,27,7,Congressional District 4,State Senate District 35,State House District 12,District 5,District 4
484,5-2,Lincoln,1331,1211,32,5,22,61,74,986,901,25,4,19,37,44,924,884,18,22,101,87,12,2,584,580,0,4,239,217,6,16,Congressional District 4,State Senate District 33,State House District 12,District 5,District 4
607,1,Ascension,2837,2094,403,149,29,162,188,2105,1620,257,95,21,112,128,1995,1550,261,184,389,172,189,28,1051,973,6,72,555,405,66,84,Congressional District 5,State Senate District 18,State House District 59,District 2,District 6
608,17,Ascension,3902,2089,1233,80,53,447,533,2863,1609,846,63,44,301,358,1980,1187,665,128,718,197,483,38,673,624,16,33,589,366,166,57,Congressional District 2,State Senate District 18,State House District 59,District 2,District 6
609,16,Ascension,2469,1790,427,61,29,162,172,1833,1364,297,43,21,108,117,1636,1266,267,103,382,170,191,21,808,760,10,38,446,336,66,44,Congressional District 5,State Senate District 18,State House District 59,District 2,District 6
610,7,Ascension,2459,1571,565,176,23,124,145,1716,1099,406,121,11,79,88,1646,1046,426,174,459,109,310,40,721,665,10,46,466,272,106,88,Congressional District 2,State Senate District 18,State House District 59,District 2,District 6
532,6-2,Acadia,612,507,75,3,10,17,15,511,436,50,2,9,14,13,354,310,36,8,99,74,22,3,180,173,4,3,75,63,10,2,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
522,3-2,Acadia,1416,1257,78,10,12,59,57,1036,937,44,6,12,37,39,862,820,22,20,166,151,12,3,489,479,2,8,207,190,8,9,Congressional District 3,State Senate District 26,State House District 41,District 4,District 5
523,3-1,Acadia,910,463,380,7,23,37,30,661,365,246,7,14,29,22,472,297,154,21,192,78,111,3,154,140,5,9,126,79,38,9,Congressional District 3,State Senate District 26,State House District 41,District 4,District 5
1019,1040,Evangeline,259,108,145,1,0,5,6,198,80,113,0,0,5,3,215,90,122,3,125,24,100,1,48,44,3,1,42,22,19,1,Congressional District 4,State Senate District 28,State House District 38,District 4,District 3
518,1-2,Acadia,1780,1245,482,10,17,26,26,1349,1008,314,3,7,17,14,1058,831,202,25,320,178,135,7,457,449,5,3,281,204,62,15,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
519,3-3,Acadia,2569,1756,694,6,12,101,119,1953,1411,475,1,8,58,57,1467,1111,326,30,517,305,207,5,557,526,22,9,393,280,97,16,Congressional District 3,State Senate District 26,State House District 41,District 4,District 5
520,5-1,Acadia,516,407,99,0,6,4,8,404,333,61,0,6,4,6,341,297,37,7,128,97,30,1,148,142,1,5,65,58,6,1,Congressional District 3,State Senate District 25,State House District 42,District 4,District 5
521,1-5,Acadia,655,343,299,0,10,3,9,525,292,223,0,7,3,6,485,227,252,6,260,85,173,2,91,79,11,1,134,63,68,3,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
444,31,Richland,454,301,127,3,5,18,17,377,253,111,1,4,8,4,315,228,82,5,101,35,65,1,151,149,0,2,63,44,17,2,Congressional District 5,State Senate District 34,State House District 19,District 5,District 2
445,28,Richland,164,142,17,0,0,5,6,118,106,9,0,0,3,6,91,86,4,1,16,13,3,0,56,55,0,1,19,18,1,0,Congressional District 5,State Senate District 34,State House District 19,District 5,District 2
473,3-2,Lincoln,866,742,88,2,12,22,31,692,593,71,1,10,17,26,715,609,88,18,158,81,69,8,406,401,2,3,151,127,17,7,Congressional District 4,State Senate District 33,State House District 12,District 5,District 4
474,3-4,Lincoln,882,615,229,8,10,20,16,708,504,174,8,9,13,15,597,449,136,12,158,45,110,3,306,297,4,5,133,107,22,4,Congressional District 4,State Senate District 33,State House District 12,District 5,District 4
476,4-3,Lincoln,1205,1095,36,9,24,41,40,945,857,29,8,23,28,29,852,817,24,11,102,81,21,0,540,533,1,6,210,203,2,5,Congressional District 4,State Senate District 33,State House District 12,District 5,District 4
565,1-2,Red River,435,385,16,1,27,6,2,324,295,11,1,12,5,1,284,274,8,2,71,64,7,0,150,148,0,2,63,62,1,0,Congressional District 4,State Senate District 31,State House District 5,District 5,District 4
566,1-1,Red River,808,625,143,4,26,10,16,625,501,94,0,21,9,10,512,441,56,15,126,78,42,6,269,262,1,6,117,101,13,3,Congressional District 4,State Senate District 31,State House District 5,District 5,District 4
568,2-3,Red River,524,479,8,1,27,9,17,384,356,5,1,15,7,11,367,357,3,7,59,57,2,0,231,227,0,4,77,73,1,3,Congressional District 4,State Senate District 31,State House District 5,District 5,District 4
569,7-3,Red River,680,329,333,2,11,5,15,526,281,235,0,8,2,9,438,199,229,10,229,38,185,6,126,121,5,0,83,40,39,4,Congressional District 4,State Senate District 31,State House District 5,District 5,District 4
524,2-2,Acadia,1110,1055,24,5,11,15,26,871,834,17,5,8,7,14,990,965,8,17,168,163,4,1,653,639,1,13,169,163,3,3,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
576,4-2,Red River,223,125,82,1,7,8,9,185,98,72,0,7,8,8,208,113,94,1,91,12,78,1,76,76,0,0,41,25,16,0,Congressional District 4,State Senate District 31,State House District 5,District 5,District 4
486,8-2,Lincoln,2321,1961,199,42,35,84,86,1721,1467,149,32,27,46,50,1681,1518,105,58,215,125,72,18,1056,1028,6,22,410,365,27,18,Congressional District 4,State Senate District 35,State House District 12,District 5,District 4
490,4-6,Lincoln,286,244,21,3,2,16,13,224,190,19,2,2,11,8,241,216,17,8,36,22,14,0,158,155,1,2,47,39,2,6,Congressional District 4,State Senate District 35,State House District 12,District 5,District 4
1021,2030,Evangeline,828,724,72,10,8,14,19,626,540,59,7,8,12,16,516,464,44,8,99,70,29,0,271,267,1,3,146,127,14,5,Congressional District 4,State Senate District 28,State House District 41,District 4,District 3
2031,15-18A,Orleans,998,323,555,51,9,60,83,751,281,375,48,7,40,54,740,241,407,92,451,90,323,38,114,89,8,17,175,62,76,37,Congressional District 2,State Senate District 7,State House District 102,District 3,District 7
650,18,Beauregard,362,316,18,4,13,11,11,288,250,10,4,13,11,10,242,216,10,16,37,26,8,3,145,135,0,10,60,55,2,3,Congressional District 4,State Senate District 30,State House District 30,District 4,District 3
616,27,Ascension,907,801,31,3,24,48,60,683,612,20,0,11,40,42,616,588,5,23,130,122,3,5,300,292,0,8,186,174,2,10,Congressional District 1,State Senate District 18,State House District 81,District 2,District 6
617,2,Ascension,2376,1735,295,63,45,238,258,1663,1236,202,36,32,157,164,1502,1269,151,82,263,144,103,16,833,802,6,25,406,323,42,41,Congressional District 5,State Senate District 18,State House District 59,District 2,District 6
614,12,Ascension,2856,2134,445,20,59,198,239,2042,1604,268,14,34,122,129,1854,1558,201,95,381,227,138,16,898,860,6,32,575,471,57,47,Congressional District 5,State Senate District 18,State House District 88,District 2,District 6
552,3-4,Acadia,1303,651,603,0,9,40,50,938,486,429,0,5,18,21,938,426,494,18,468,94,370,4,243,224,12,7,227,108,112,7,Congressional District 3,State Senate District 26,State House District 41,District 4,District 5
553,7-4,Acadia,1196,1084,62,4,15,31,34,883,808,39,4,10,22,26,949,920,19,10,160,150,8,2,618,613,2,3,171,157,9,5,Congressional District 3,State Senate District 26,State House District 41,District 4,District 5
554,4-1,Acadia,1154,1072,25,3,18,36,41,860,807,14,3,14,22,27,693,673,8,12,163,158,5,0,358,349,0,9,172,166,3,3,Congressional District 3,State Senate District 25,State House District 41,District 4,District 5
555,4-2,Acadia,1304,1175,90,0,9,30,31,932,839,64,0,8,21,17,754,693,48,13,185,150,35,0,372,362,6,4,197,181,7,9,Congressional District 3,State Senate District 26,State House District 41,District 4,District 5
557,7-3,Acadia,1754,1633,58,13,22,28,31,1284,1200,38,9,16,21,23,1184,1138,19,27,198,183,9,6,735,723,1,11,251,232,9,10,Congressional District 3,State Senate District 26,State House District 41,District 4,District 5
507,11-1,Lincoln,1968,698,1085,117,14,54,54,1641,582,887,113,14,45,44,803,184,584,35,483,35,437,11,95,69,18,8,225,80,129,16,Congressional District 4,State Senate District 29,State House District 11,District 5,District 4
508,11-3,Lincoln,394,65,321,4,2,2,2,314,55,253,2,2,2,1,158,32,120,6,103,8,92,3,18,15,3,0,37,9,25,3,Congressional District 4,State Senate District 29,State House District 11,District 5,District 4
509,12-1,Lincoln,1842,1050,663,36,28,65,86,1452,893,454,29,20,56,72,887,584,255,48,313,107,191,15,296,287,3,6,278,190,61,27,Congressional District 4,State Senate District 29,State House District 11,District 5,District 4
534,2-5,Acadia,973,898,26,10,12,27,32,726,676,20,7,9,14,21,695,673,12,10,124,113,11,0,445,440,0,5,126,120,1,5,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
536,6-13,Acadia,779,708,43,11,11,6,9,601,555,23,9,9,5,6,352,339,6,7,80,73,6,1,212,207,0,5,60,59,0,1,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
537,6-7,Acadia,2031,1615,249,10,28,129,149,1568,1296,156,10,22,84,92,972,881,70,21,290,240,46,4,407,395,7,5,275,246,17,12,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
505,10-1,Lincoln,1219,107,1102,0,9,1,11,895,80,808,0,7,0,6,649,41,589,19,479,10,454,15,33,16,17,0,137,15,118,4,Congressional District 4,State Senate District 29,State House District 11,District 5,District 4
1725,6,St. Mary,1193,430,296,8,445,14,23,899,366,239,4,278,12,15,746,371,203,172,228,61,140,27,280,205,11,64,238,105,52,81,Congressional District 3,State Senate District 21,State House District 50,District 4,District 5
7393,7A,Vermilion,572,517,29,2,7,17,7,406,373,16,2,6,9,5,397,374,11,12,68,60,8,0,202,194,3,5,127,120,0,7,Congressional District 3,State Senate District 26,State House District 47,District 4,District 5
470,4-5,Lincoln,483,376,90,1,5,11,14,410,324,77,1,2,6,9,339,273,56,10,85,36,45,4,156,151,2,3,98,86,9,3,Congressional District 4,State Senate District 33,State House District 12,District 5,District 4
471,3-5,Lincoln,483,412,27,5,14,25,29,374,320,23,2,9,20,19,351,326,19,6,57,40,14,3,203,202,1,0,91,84,4,3,Congressional District 4,State Senate District 33,State House District 12,District 5,District 4
515,6-5,Acadia,736,569,131,19,2,15,22,576,459,92,11,2,12,20,573,464,84,25,170,100,67,3,286,278,1,7,117,86,16,15,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
516,1-4,Acadia,2417,1849,514,8,16,30,26,1788,1473,282,5,8,20,15,1397,1198,176,23,421,300,116,5,622,606,8,8,354,292,52,10,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
517,5-2,Acadia,694,631,36,0,9,18,20,505,462,22,0,5,16,17,407,382,15,10,123,107,13,3,178,173,1,4,106,102,1,3,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
560,23,St. Mary,972,635,238,19,32,48,49,713,473,171,12,27,30,33,552,398,130,24,162,60,98,4,233,221,5,7,157,117,27,13,Congressional District 3,State Senate District 21,State House District 50,District 4,District 5
561,44,St. Mary,289,7,274,0,3,5,9,216,1,208,0,3,4,5,195,4,189,2,149,1,147,1,8,0,8,0,38,3,34,1,Congressional District 3,State Senate District 21,State House District 51,District 4,District 5
562,40,St. Mary,1193,828,131,73,25,136,157,924,661,101,52,22,88,98,728,541,124,63,204,96,95,13,320,302,1,17,204,143,28,33,Congressional District 3,State Senate District 21,State House District 51,District 4,District 5
600,28,Ascension,1686,596,895,13,24,158,180,1209,482,601,10,14,102,113,769,332,398,39,360,55,293,12,178,159,10,9,231,118,95,18,Congressional District 2,State Senate District 2,State House District 58,District 3,District 7
601,9,Ascension,1887,1363,319,40,49,116,130,1328,977,224,26,33,68,76,1249,986,204,59,300,131,156,13,600,574,7,19,349,281,41,27,Congressional District 2,State Senate District 18,State House District 59,District 2,District 6
602,11,Ascension,4323,2638,923,71,100,591,660,3120,1987,655,47,60,371,413,2720,1883,639,198,754,234,473,47,1118,1063,13,42,848,586,153,109,Congressional District 2,State Senate District 18,State House District 59,District 2,District 6
571,3-2,Red River,417,388,22,1,4,2,10,332,310,18,0,2,2,2,294,258,28,8,58,36,21,1,157,154,2,1,79,68,5,6,Congressional District 4,State Senate District 31,State House District 5,District 5,District 4
572,3-1,Red River,503,408,78,1,5,11,12,402,334,53,0,5,10,8,344,292,49,3,89,51,38,0,186,184,0,2,69,57,11,1,Congressional District 4,State Senate District 31,State House District 5,District 5,District 4
573,7-2,Red River,204,124,75,0,5,0,2,149,95,50,0,4,0,1,150,105,42,3,47,16,31,0,60,58,0,2,43,31,11,1,Congressional District 4,State Senate District 31,State House District 5,District 5,District 4
670,16,Beauregard,1264,1147,57,4,38,18,30,924,848,37,4,22,13,14,749,676,25,48,118,97,16,5,396,376,0,20,235,203,9,23,Congressional District 4,State Senate District 30,State House District 30,District 4,District 3
684,29,St. Landry,1616,1067,477,19,16,37,27,1239,858,332,14,15,20,21,1147,799,308,40,405,153,236,16,507,492,6,9,235,154,66,15,Congressional District 6,State Senate District 17,State House District 40,District 4,District 3
3103,54,Jefferson,1081,849,39,30,15,148,197,869,682,25,29,13,120,151,746,607,30,109,176,129,21,26,303,281,1,21,267,197,8,62,Congressional District 1,State Senate District 10,State House District 78,District 1,District 6
574,7-1,Red River,242,154,75,0,9,4,5,194,131,53,0,9,1,4,208,138,63,7,82,23,55,4,86,83,1,2,40,32,7,1,Congressional District 4,State Senate District 31,State House District 5,District 5,District 4
598,45,Ascension,351,52,254,2,7,36,53,270,45,191,0,6,28,38,209,37,162,10,155,12,140,3,18,14,3,1,36,11,19,6,Congressional District 2,State Senate District 2,State House District 58,District 3,District 6
540,6-10,Acadia,473,441,21,0,0,11,15,375,364,4,0,0,7,10,355,341,7,7,96,88,5,3,187,184,0,3,72,69,2,1,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
541,5-4,Acadia,599,585,11,1,2,0,1,448,440,5,1,2,0,0,422,418,0,4,159,158,0,1,158,157,0,1,105,103,0,2,Congressional District 3,State Senate District 25,State House District 42,District 4,District 5
544,6-8,Acadia,1839,1436,354,4,6,39,55,1334,1118,184,4,5,23,28,783,683,86,14,253,203,49,1,302,290,6,6,228,190,31,7,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
1724,1,St. Mary,137,119,11,1,2,4,5,118,108,5,1,0,4,5,69,69,0,0,10,10,0,0,50,50,0,0,9,9,0,0,Congressional District 3,State Senate District 21,State House District 50,District 4,District 5
564,36,St. Mary,935,725,64,15,30,101,107,727,580,43,11,23,70,68,651,579,33,39,124,98,22,4,357,346,0,11,170,135,11,24,Congressional District 3,State Senate District 21,State House District 50,District 4,District 5
550,2-1,Acadia,1687,1521,112,8,19,27,41,1263,1146,79,6,13,19,26,1339,1243,63,33,260,214,40,6,719,704,5,10,360,325,18,17,Congressional District 3,State Senate District 26,State House District 41,District 4,District 5
510,12-6,Lincoln,408,138,253,12,2,3,1,321,119,186,12,1,3,0,215,74,123,18,120,13,101,6,35,33,1,1,60,28,21,11,Congressional District 4,State Senate District 29,State House District 11,District 5,District 4
513,12-3,Lincoln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Congressional District 4,State Senate District 29,State House District 11,District 5,District 4
514,12-2,Lincoln,1663,1140,441,41,36,5,74,1647,1135,436,37,34,5,68,19,12,6,1,7,4,3,0,3,3,0,0,9,5,3,1,Congressional District 4,State Senate District 29,State House District 11,District 5,District 4
548,3-7,Acadia,1571,1286,233,0,15,37,43,1138,967,132,0,11,28,20,971,850,98,23,271,200,68,3,461,444,7,10,239,206,23,10,Congressional District 3,State Senate District 26,State House District 41,District 4,District 5
549,2-3,Acadia,1540,1267,189,3,17,64,62,1058,892,109,2,11,44,39,958,842,87,29,204,140,61,3,534,517,4,13,220,185,22,13,Congressional District 3,State Senate District 26,State House District 41,District 4,District 5
563,7,St. Mary,1173,412,710,14,14,23,25,939,344,571,3,10,11,15,862,284,548,30,524,73,440,11,143,130,8,5,195,81,100,14,Congressional District 3,State Senate District 21,State House District 50,District 4,District 5
645,1,Beauregard,306,280,2,1,18,5,10,216,198,2,1,10,5,10,214,205,0,9,38,37,0,1,108,104,0,4,68,64,0,4,Congressional District 4,State Senate District 30,State House District 24,District 4,District 3
646,5,Beauregard,1037,949,25,1,50,12,17,795,738,10,0,35,12,9,714,668,17,29,138,131,6,1,356,342,1,13,220,195,10,15,Congressional District 4,State Senate District 30,State House District 24,District 4,District 3
2176,8-27,Orleans,1027,134,842,10,4,37,44,800,106,650,8,4,32,40,833,115,651,67,587,62,497,28,33,11,13,9,213,42,141,30,Congressional District 2,State Senate District 3,State House District 97,District 3,District 7
3168,12-G,Jefferson,719,552,54,63,4,46,53,603,467,43,48,4,41,44,572,466,34,72,110,79,22,9,303,278,0,25,159,109,12,38,Congressional District 2,State Senate District 8,State House District 85,District 3,District 6
603,44,Ascension,1409,300,1072,1,11,25,38,994,209,753,1,10,21,27,964,208,716,40,625,35,572,18,144,122,12,10,195,51,132,12,Congressional District 2,State Senate District 2,State House District 58,District 3,District 7
605,21,Ascension,1053,852,102,16,23,60,79,775,655,59,6,14,41,52,590,515,44,31,164,127,31,6,250,242,3,5,176,146,10,20,Congressional District 1,State Senate District 18,State House District 88,District 2,District 6
606,37,Ascension,3488,896,2350,15,26,201,280,2573,751,1667,12,16,127,164,2077,447,1507,123,1244,76,1132,36,264,213,31,20,569,158,344,67,Congressional District 2,State Senate District 2,State House District 58,District 3,District 7
649,26,Beauregard,1577,575,882,32,32,56,58,1162,430,647,18,28,39,36,865,278,518,69,459,51,383,25,155,128,13,14,251,99,122,30,Congressional District 4,State Senate District 30,State House District 30,District 4,District 3
