objectid,unit_name,countyname,tot_pop_y,tot_white,tot_black,tot_asian,tot_amind,tot_other,tot_hispanic,vap_total,vap_white,vap_black,vap_asian,vap_amind,vap_other,vap_hispanic,reg_total_24_12,reg_white_24_12,reg_black_24_12,reg_other_24_12,reg_dem_total_24_12,reg_dem_white_24_12,reg_dem_black_24_12,reg_dem_other_24_12,reg_rep_total_24_12,reg_rep_white_24_12,reg_rep_black_24_12,reg_rep_other_24_12,reg_oth_total_24_12,reg_oth_white_24_12,reg_oth_black_24_12,reg_oth_other_24_12,congressional,senate,house,public_service_commission,supreme_court
592,34,Ascension,1514,1093,267,15,29,110,113,1119,822,194,11,21,71,73,952,750,164,38,331,198,125,8,351,336,3,12,270,216,36,18,Congressional District 1,State Senate District 18,State House District 81,District 2,District 6
593,48,Ascension,626,368,234,6,4,14,19,480,315,145,6,3,11,15,438,321,110,7,182,87,94,1,164,161,3,0,92,73,13,6,Congressional District 2,State Senate District 2,State House District 58,District 3,District 7
594,50,Ascension,1145,450,659,2,5,29,31,947,409,507,2,5,24,29,479,232,240,7,285,83,200,2,114,108,6,0,80,41,34,5,Congressional District 2,State Senate District 2,State House District 58,District 3,District 7
597,36,Ascension,2347,824,1180,43,27,273,320,1650,616,839,25,10,160,179,1556,593,852,111,748,75,631,42,377,344,18,15,431,174,203,54,Congressional District 2,State Senate District 2,State House District 58,District 3,District 6
716,7,St. Landry,787,757,14,1,5,10,20,603,582,8,0,5,8,9,570,558,1,11,122,119,1,2,334,326,0,8,114,113,0,1,Congressional District 6,State Senate District 17,State House District 46,District 4,District 2
1276,73,Lafayette,775,681,25,13,8,48,56,594,529,17,9,5,34,39,589,558,7,24,116,111,4,1,319,305,3,11,154,142,0,12,Congressional District 3,State Senate District 23,State House District 45,District 2,District 5
1277,61,Lafayette,520,40,467,0,3,10,12,373,31,336,0,1,5,6,322,25,285,12,217,8,204,5,14,4,9,1,91,13,72,6,Congressional District 6,State Senate District 24,State House District 44,District 2,District 2
1225,7-2,Sabine,700,420,23,0,241,16,48,551,349,10,0,177,15,32,418,336,2,80,107,86,2,19,232,188,0,44,79,62,0,17,Congressional District 4,State Senate District 31,State House District 7,District 5,District 3
1226,7-4,Sabine,444,326,13,5,84,16,14,344,253,7,5,66,13,11,309,271,10,28,65,56,3,6,155,142,1,12,89,73,6,10,Congressional District 4,State Senate District 31,State House District 7,District 5,District 3
1017,1050,Evangeline,311,214,90,0,0,7,10,240,183,52,0,0,5,5,224,172,50,2,114,70,44,0,80,77,1,2,30,25,5,0,Congressional District 4,State Senate District 28,State House District 38,District 4,District 3
1281,95,Lafayette,2429,1961,213,112,36,107,123,1849,1497,165,80,33,74,86,2014,1736,163,115,297,165,119,13,1199,1146,13,40,518,425,31,62,Congressional District 3,State Senate District 22,State House District 43,District 2,District 5
890,6-5,Lafourche,2113,1958,72,6,24,53,43,1633,1546,40,1,19,27,22,1440,1403,17,20,454,442,10,2,634,623,1,10,352,338,6,8,Congressional District 3,State Senate District 19,State House District 55,District 2,District 5
589,52,Ascension,769,276,466,1,1,25,30,543,250,273,1,1,18,21,401,227,162,12,210,74,132,4,108,105,3,0,83,48,27,8,Congressional District 2,State Senate District 2,State House District 58,District 3,District 7
590,43,Ascension,1606,1327,106,11,34,128,169,1242,1064,60,5,28,85,106,1080,972,62,46,239,196,41,2,542,521,4,17,299,255,17,27,Congressional District 1,State Senate District 18,State House District 88,District 2,District 7
615,76,Ascension,3118,2335,497,42,59,185,231,2144,1669,305,26,38,106,123,1915,1562,254,99,384,174,196,14,973,927,8,38,558,461,50,47,Congressional District 5,State Senate District 18,State House District 88,District 2,District 6
584,47,Ascension,1913,141,1719,6,11,36,59,1256,126,1093,5,9,23,36,1085,71,1005,9,824,28,792,4,48,18,30,0,213,25,183,5,Congressional District 2,State Senate District 2,State House District 58,District 3,District 7
585,51,Ascension,1285,82,1174,3,2,24,34,937,58,858,2,2,17,27,823,46,766,11,654,21,624,9,30,15,15,0,139,10,127,2,Congressional District 2,State Senate District 2,State House District 58,District 3,District 7
586,57,Ascension,687,70,608,1,2,6,5,517,70,439,1,2,5,4,367,32,328,7,299,22,273,4,15,9,6,0,53,1,49,3,Congressional District 2,State Senate District 2,State House District 58,District 3,District 7
546,1-8,Acadia,1601,1162,366,2,29,42,57,1123,866,221,0,16,20,30,1044,835,175,34,274,143,122,9,465,449,4,12,305,243,49,13,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
547,1-6,Acadia,1286,271,981,4,15,15,30,996,201,771,3,9,12,23,977,130,825,22,661,26,628,7,91,60,24,7,225,44,173,8,Congressional District 3,State Senate District 26,State House District 42,District 4,District 5
591,40,Ascension,2270,1151,983,26,21,89,109,1586,846,660,17,16,47,63,1793,1026,685,82,646,114,516,16,687,633,18,36,460,279,151,30,Congressional District 2,State Senate District 18,State House District 81,District 3,District 7
634,33,Ascension,2314,1876,245,13,31,149,154,1781,1482,158,13,21,107,105,1589,1400,134,55,329,234,86,9,804,766,11,27,456,400,37,19,Congressional District 1,State Senate District 18,State House District 88,District 2,District 6
635,30,Ascension,1401,523,631,25,21,201,240,1086,443,458,18,14,153,183,737,281,378,78,382,69,281,32,146,125,7,14,209,87,90,32,Congressional District 2,State Senate District 2,State House District 58,District 3,District 7
636,32,Ascension,2206,955,660,27,90,474,615,1673,797,472,24,71,309,412,1265,730,433,102,514,164,323,27,423,389,9,25,328,177,101,50,Congressional District 2,State Senate District 18,State House District 88,District 3,District 7
637,20,Ascension,1929,1323,396,29,34,147,162,1425,1036,254,19,21,95,108,1166,883,221,62,319,133,167,19,535,520,3,12,312,230,51,31,Congressional District 2,State Senate District 18,State House District 59,District 2,District 6
638,23,Ascension,1052,669,227,7,17,132,154,862,585,168,6,16,87,104,727,539,149,39,226,109,108,9,289,279,5,5,212,151,36,25,Congressional District 2,State Senate District 18,State House District 58,District 3,District 6
639,72,Ascension,1703,1151,387,32,9,124,141,1230,878,242,18,6,86,88,1023,743,199,81,308,135,149,24,400,370,4,26,315,238,46,31,Congressional District 2,State Senate District 18,State House District 59,District 2,District 6
640,78,Ascension,1944,1339,375,87,37,106,104,1322,928,243,62,26,63,62,1239,944,197,98,248,82,139,27,663,622,6,35,328,240,52,36,Congressional District 2,State Senate District 18,State House District 59,District 2,District 6
642,2,Beauregard,88,63,11,0,5,9,8,84,59,11,0,5,9,8,77,61,14,2,20,11,9,0,28,28,0,0,29,22,5,2,Congressional District 4,State Senate District 30,State House District 24,District 4,District 3
643,10,Beauregard,1684,1162,459,10,34,19,62,1462,966,450,8,23,15,42,590,566,11,13,83,74,6,3,333,328,1,4,174,164,4,6,Congressional District 4,State Senate District 30,State House District 32,District 4,District 3
875,15,St. Landry,1751,1143,578,4,13,13,26,1313,907,392,1,6,7,18,1129,766,346,17,495,237,254,4,361,334,24,3,273,195,68,10,Congressional District 6,State Senate District 17,State House District 40,District 4,District 2
876,49,St. Landry,1162,711,393,39,10,9,11,915,577,304,22,7,5,6,930,543,359,28,418,127,283,8,286,268,9,9,226,148,67,11,Congressional District 6,State Senate District 28,State House District 41,District 4,District 3
877,6,St. Landry,742,303,424,0,3,12,12,613,270,332,0,3,8,9,634,249,370,15,385,80,301,4,131,124,5,2,118,45,64,9,Congressional District 6,State Senate District 24,State House District 40,District 4,District 2
878,39,St. Landry,1762,1548,181,6,7,20,20,1384,1256,110,4,5,9,13,1070,990,50,30,312,266,42,4,502,493,0,9,256,231,8,17,Congressional District 6,State Senate District 17,State House District 46,District 4,District 2
653,28,Beauregard,940,184,703,16,14,23,23,754,138,575,12,9,20,16,645,91,519,35,398,9,375,14,68,54,12,2,179,28,132,19,Congressional District 4,State Senate District 30,State House District 30,District 4,District 3
672,15,Beauregard,691,625,31,3,17,15,5,495,448,23,1,12,11,5,430,399,10,21,44,35,6,3,261,251,2,8,125,113,2,10,Congressional District 4,State Senate District 30,State House District 30,District 4,District 3
1694,5-1,St. Charles,1611,273,1265,11,15,47,61,1251,224,969,10,10,38,48,1189,187,958,44,817,25,774,18,118,96,14,8,254,66,170,18,Congressional District 2,State Senate District 19,State House District 56,District 3,District 7
784,15,West Baton Rouge,1029,29,981,10,3,6,15,818,24,783,6,3,2,5,839,11,818,10,679,6,667,6,12,3,9,0,148,2,142,4,Congressional District 6,State Senate District 2,State House District 29,District 3,District 2
948,81,Claiborne,173,114,59,0,0,0,1,143,95,48,0,0,0,0,137,97,39,1,46,12,34,0,62,60,1,1,29,25,4,0,Congressional District 4,State Senate District 33,State House District 11,District 5,District 4
949,10,Claiborne,393,104,274,3,7,5,3,299,69,216,3,7,4,2,308,78,224,6,193,13,176,4,60,49,9,2,55,16,39,0,Congressional District 4,State Senate District 33,State House District 11,District 5,District 4
950,92,Claiborne,710,622,70,3,11,4,6,630,561,51,3,11,4,4,528,477,41,10,83,51,31,1,321,312,3,6,124,114,7,3,Congressional District 4,State Senate District 33,State House District 11,District 5,District 4
951,96,Claiborne,109,54,53,0,2,0,2,82,43,38,0,1,0,1,85,44,38,3,35,7,28,0,27,26,0,1,23,11,10,2,Congressional District 4,State Senate District 33,State House District 11,District 5,District 4
952,1-2,Assumption,1459,617,802,8,8,24,35,1129,492,609,4,4,20,30,1061,438,605,18,659,145,509,5,226,210,14,2,176,83,82,11,Congressional District 2,State Senate District 2,State House District 60,District 3,District 6
1836,310,Calcasieu,1422,700,628,18,18,58,68,1066,576,417,17,16,40,49,657,417,211,29,275,117,150,8,163,154,7,2,219,146,54,19,Congressional District 3,State Senate District 27,State House District 34,District 4,District 3
840,9,Cameron,197,190,4,0,1,2,3,163,157,4,0,1,1,2,133,131,0,2,24,23,0,1,81,81,0,0,28,27,0,1,Congressional District 3,State Senate District 25,State House District 47,District 4,District 3
943,7,Claiborne,1209,856,317,10,9,17,19,970,731,223,3,7,6,14,860,667,179,14,226,91,132,3,455,440,9,6,179,136,38,5,Congressional District 4,State Senate District 33,State House District 11,District 5,District 4
945,88,Claiborne,584,329,239,2,7,7,5,481,289,177,1,7,7,5,426,277,138,11,151,51,97,3,161,156,2,3,114,70,39,5,Congressional District 4,State Senate District 33,State House District 11,District 5,District 4
644,9,Beauregard,1028,963,16,1,32,16,17,738,682,12,0,32,12,9,708,678,7,23,123,115,5,3,403,390,0,13,182,173,2,7,Congressional District 4,State Senate District 30,State House District 32,District 4,District 3
627,15,Ascension,1883,1720,27,14,33,89,88,1478,1362,19,10,27,60,55,1371,1322,9,40,288,275,5,8,685,669,1,15,398,378,3,17,Congressional District 1,State Senate District 18,State House District 81,District 2,District 6
628,24,Ascension,755,537,116,4,13,85,87,576,417,90,1,11,57,52,462,371,59,32,134,91,36,7,204,192,3,9,124,88,20,16,Congressional District 2,State Senate District 18,State House District 88,District 2,District 6
631,41,Ascension,1458,1297,41,10,38,72,77,1103,991,30,10,30,42,44,932,892,16,24,226,213,9,4,466,456,0,10,240,223,7,10,Congressional District 1,State Senate District 18,State House District 88,District 2,District 6
1731,19,St. Mary,1039,837,137,1,28,36,33,814,654,112,1,24,23,20,836,711,97,28,178,115,60,3,423,401,8,14,235,195,29,11,Congressional District 3,State Senate District 21,State House District 50,District 4,District 5
1733,45,St. Mary,2136,669,198,264,74,931,1048,1547,531,145,215,53,603,667,677,375,86,216,186,91,64,31,202,151,0,51,289,133,22,134,Congressional District 3,State Senate District 21,State House District 51,District 4,District 5
1734,35,St. Mary,1315,722,419,6,37,131,156,970,594,264,1,36,75,90,698,443,224,31,285,102,174,9,201,191,2,8,212,150,48,14,Congressional District 3,State Senate District 21,State House District 50,District 4,District 5
837,8,Cameron,56,45,2,2,4,3,4,49,41,0,2,3,3,3,42,40,2,0,11,10,1,0,18,18,0,0,13,12,1,0,Congressional District 3,State Senate District 25,State House District 47,District 4,District 3
1166,21,Lafayette,1129,169,916,2,2,40,44,818,150,641,2,2,23,25,727,118,588,21,450,45,397,8,64,42,20,2,213,31,171,11,Congressional District 6,State Senate District 24,State House District 44,District 2,District 2
973,6-2,Grant,925,844,14,4,37,26,27,736,673,7,3,29,24,20,658,619,18,21,98,79,17,2,371,360,0,11,189,180,1,8,Congressional District 4,State Senate District 35,State House District 22,District 4,District 4
975,8-4,Grant,1094,1045,7,6,26,10,8,865,827,3,6,22,7,7,716,697,1,18,103,102,1,0,413,405,0,8,200,190,0,10,Congressional District 4,State Senate District 35,State House District 22,District 4,District 4
891,11-5,Lafourche,2298,1839,176,14,156,113,143,1680,1393,104,9,101,73,87,1205,1053,59,93,176,126,35,15,631,601,2,28,398,326,22,50,Congressional District 1,State Senate District 20,State House District 51,District 2,District 5
892,125B,Jefferson,2473,1213,750,300,36,174,258,2152,1101,643,233,28,147,217,1187,635,390,162,466,137,280,49,304,274,5,25,417,224,105,88,Congressional District 1,State Senate District 10,State House District 82,District 1,District 6
894,7-KB,Jefferson,2402,1066,597,99,45,595,775,1897,878,449,81,36,453,560,1125,542,250,333,420,133,186,101,304,221,9,74,401,188,55,158,Congressional District 1,State Senate District 10,State House District 79,District 1,District 6
895,7-KA,Jefferson,1952,966,247,206,26,507,583,1466,763,171,154,20,358,410,1239,752,120,367,299,115,82,102,510,428,2,80,430,209,36,185,Congressional District 1,State Senate District 10,State House District 79,District 1,District 6
947,8,Claiborne,742,256,453,12,12,9,17,569,200,343,11,7,8,12,590,196,373,21,333,28,298,7,116,108,5,3,141,60,70,11,Congressional District 4,State Senate District 33,State House District 11,District 5,District 4
1237,3-6,Sabine,706,565,94,4,29,14,16,516,412,65,4,24,11,15,374,324,26,24,70,50,16,4,225,209,1,15,79,65,9,5,Congressional District 4,State Senate District 31,State House District 24,District 5,District 3
1527,S11,St. Tammany,1244,978,151,24,34,57,90,992,805,99,20,23,45,70,877,685,105,87,191,111,61,19,391,353,10,28,295,221,34,40,Congressional District 1,State Senate District 1,State House District 76,District 1,District 1
1653,C25,Rapides,2114,645,1375,28,9,57,93,1558,553,936,26,6,37,60,969,327,588,54,530,81,431,18,183,158,15,10,256,88,142,26,Congressional District 6,State Senate District 29,State House District 26,District 4,District 2
966,4-1,Grant,973,905,16,2,27,23,23,715,670,5,0,21,19,12,659,635,5,19,82,78,3,1,384,376,0,8,193,181,2,10,Congressional District 4,State Senate District 35,State House District 22,District 4,District 4
1571,410,St. Tammany,1892,1560,105,40,27,160,179,1412,1203,57,29,19,104,113,1355,1209,54,92,231,185,26,20,703,667,6,30,421,357,22,42,Congressional District 1,State Senate District 11,State House District 89,District 1,District 1
1493,603,St. Tammany,1515,1346,27,8,54,80,92,1185,1069,16,5,43,52,60,1143,1075,30,38,185,156,23,6,630,610,2,18,328,309,5,14,Congressional District 1,State Senate District 1,State House District 74,District 1,District 1
2879,3-28,East Baton Rouge,2558,1169,933,291,25,140,159,2055,1056,644,226,22,107,122,1650,787,652,211,736,183,510,43,436,373,10,53,478,231,132,115,Congressional District 6,State Senate District 6,State House District 101,District 3,District 6
1103,1-2,Natchitoches,2215,956,1067,30,53,109,74,1658,787,719,30,43,79,50,1389,771,535,83,550,135,384,31,498,465,21,12,341,171,130,40,Congressional District 6,State Senate District 29,State House District 13,District 5,District 3
1027,1110,Evangeline,996,60,924,1,5,6,10,726,45,671,1,5,4,7,661,7,650,4,545,2,540,3,16,2,14,0,100,3,96,1,Congressional District 4,State Senate District 28,State House District 38,District 4,District 3
1084,31,St. Bernard,1576,1070,159,52,30,265,338,1209,879,100,43,14,173,224,861,711,67,83,247,172,46,29,277,261,1,15,337,278,20,39,Congressional District 2,State Senate District 3,State House District 103,District 1,District 1
1211,2-1,Sabine,962,931,4,1,17,9,12,818,795,1,1,12,9,12,594,573,0,21,82,81,0,1,355,343,0,12,157,149,0,8,Congressional District 4,State Senate District 31,State House District 24,District 5,District 3
620,8,Ascension,3009,2235,396,107,43,228,249,2188,1659,281,69,30,149,156,2203,1715,322,166,430,193,215,22,1102,1042,11,49,671,480,96,95,Congressional District 5,State Senate District 18,State House District 59,District 2,District 6
624,73,Ascension,721,533,86,6,29,67,84,533,407,49,2,26,49,69,390,341,30,19,83,61,18,4,194,188,0,6,113,92,12,9,Congressional District 2,State Senate District 18,State House District 58,District 3,District 6
2134,9-44N,Orleans,1123,4,1096,14,0,9,33,868,4,849,11,0,4,20,943,3,903,37,772,1,746,25,23,0,21,2,148,2,136,10,Congressional District 2,State Senate District 3,State House District 100,District 3,District 7
3318,15,St. Mary,754,326,385,12,6,25,23,597,279,285,7,6,20,18,500,223,257,20,257,49,203,5,104,96,5,3,139,78,49,12,Congressional District 3,State Senate District 21,State House District 50,District 4,District 5
625,71,Ascension,3576,2177,940,94,84,281,309,2495,1547,626,73,57,192,211,2136,1410,541,185,642,196,404,42,829,768,14,47,665,446,123,96,Congressional District 2,State Senate District 18,State House District 59,District 2,District 6
626,6,Ascension,2858,1987,535,89,53,194,222,2021,1434,380,55,35,117,130,1871,1389,362,120,497,203,270,24,858,802,11,45,516,384,81,51,Congressional District 2,State Senate District 18,State House District 59,District 3,District 6
618,10,Ascension,1521,1180,143,33,50,115,131,1185,946,97,19,34,89,95,1008,857,80,71,207,137,59,11,488,465,5,18,313,255,16,42,Congressional District 5,State Senate District 18,State House District 88,District 2,District 6
